code,stock,concept,cause,thing,url,explain,title,dt
sz001322,箭牌家居,其他,卫浴陶瓷+家居装饰+次新股,,fg3te5r3bb,"1、23年3月13日投资者关系活动记录表表示，公司2021年末有超过12000家终端销售网点，其中专卖店数量超过6000家。,2、洁具是公司重点发展的品类，包括智能马桶，目前洁具也是客单值较高的品类，其次是龙头五金。,3、公司目前已掌握包括覆盖全品类的抑菌抗菌技术、节水大冲力便器冲洗技术、水路记忆合金恒温技术、智能马桶研发平台技术、花洒舒适水型技术等多项核心技术。,4、公司电商渠道包括直营电商渠道以及经销电商渠道。",04月03日箭牌家居股票异动解析,2023-04-03
sz002388,新亚制程,其他,股权转让+资产注入预期+有机硅产品+电子胶,,du3waa807w,"1、23年3月31日晚公告，格金六号拟转让公司5%股份予添利十号基金，每股定价6.82元。23年2月16日，新亚制程发布公告称，公司控股股东变更为保信央地，实际控制人变更为王伟华。新亚制程合资成立新亚新能源子公司的目的是将其作为相关产业平台，用以收购甬湶投资持有的杉杉新材料51%股权。收购完成后，新亚新能源将成为杉杉新材料的控股股东，而新亚制程则成为杉杉新材料的实际控制方，可将其纳入上市公司的合并报表范围。,2、全资子公司新亚新材料和控股子公司库泰克主要负责公司以电子胶水为主的化工新材料产品，包括RTV硅橡胶、环氧胶等化工材料的自主研发及生产，其有机硅产品广泛应用于元器件的粘着、固定等。,3、公司下属子公司已通过IATF16949质量管理体系认证，产品主要应用于新能源汽车领域的电池包及BMS等，提供导热等解决方案；在相关领域已测试通过并供货企业包括亿纬锂能、德赛等。,4、公司的主营业务主要围绕电子信息行业开展，根据业务性质不同可分为“电子制程方案服务”、“电子制程产品服务”及“产业配套服务”。",04月03日新亚制程股票异动解析,2023-04-03
sh603291,联合水务,新股,综合水务公司,,8w44ypqn9x,"1、公司是一家综合性全方位的水务公司，业务包括自来水生产与供应、污水处理与污水资源化中水回用、市政工程业务，并积极拓展河湖流域水治理和水生态修复等水环境治理业务。,2、公司在长三角等地具有区域优势。目前在国内江苏、湖北等9个省份15个城市拥有24 个运营公司，水务运营总协议和规划处理能力约为226万立方米\u002F日。,3、公司客户包括居民、工商企业、事业单位、政府部门或其授权单位、大型工商企业等。,4、2023年1-3月预计实现营业收入2.30亿元至2.57亿元，同比增长20.23%至34.30%；归母净利润0.14亿元至0.16亿元，同比增长46.82%至64.00%。,（详细解析请查阅23年3月27日异动解析）",04月03日联合水务股票异动解析,2023-04-03
sz301141,N中科磁异动解析,新股,永磁材料,,8w44yprekt,"1、主营业务：,烧结钕铁硼永磁材料（营收占比60%+）和永磁铁氧体磁体等永磁材料的研发、生产和销售。,2、核心亮点：,（1）公司是国内少数具备万吨级永磁铁氧体磁体生产能力的企业之一。公司永磁铁氧体产品主要为磁瓦，其年产能约在1.01万吨，公司拟使用募投资金增加6000吨\u002F年的磁瓦生产能力。,（2）公司5G通讯用高性能钕铁硼磁钢打破国外企业垄断。,（3）公司获得如韩国星主、通力电子、EM-Tech等业内领先的电声器件制造商及永磁电机生产企业（产品最终应用于三星、哈曼、索尼、华为、小米、亚马逊、格力、大金等全球知名消费电子、节能家电品牌），以及国内主要家电企业美的集团的认可。,3、行业概况：,我国目前已成为全球磁性材料主要生产制造国，2020年，我国稀土永磁产量超过全球产量的90%，永磁铁氧体产量已经超过全球产量的78%，软磁铁氧体产量超过全球产量的73％。,4、可比公司：金力永磁、中科三环、正海磁材、英洛华、宁波韵升、大地熊等。,5、数据一览：,（1）公司2020-2022年分别实现营业收入3.78、5.45、6.19亿元，三年复合增速33.52%；归母净利润0.56、0.85、0.89亿元，三年复合增速47.04%。发行价格41.20元\u002F股，发行PE45.72、行业PE30.05，发行流通市值9.13亿，市值36.50亿。,（2）2023年1-3月预计实现营业收入1至1.25亿元；归母净利润1300至1800万元，同比下降36.67%至54.26%。,（部分资料来自公司招股说明书、华金证券、申万宏源等）",04月03日N中科磁异动解析,2023-04-03
sh600666,*ST瑞德,ST板块,资产注入预期+重整计划+蓝宝石晶体材料,,7847uu7wlr,"1、23年3月10日晚公告，公司停牌核查结束，于3月13日开市起复牌。经公司董事会自查并向公司控股股东青岛智算信息产业发展合伙企业(有限合伙)函证，除已披露的事项外，截至本公告披露日，公司及公司控股股东不存在应披露而未披露的重大信息。,2、公司重整计划中表示在符合相关监管法律法规的前提下，重整投资人择机为上市公司注入优质资产。,23年2月16日公告，公司因执行奥瑞德光电重整计划进行了资本公积金转增股票。公司将共计转增15.36亿股股票（每10股转增15股）。,3、控股股东为青岛智算，其背后中科院计算机网络信息中心是中国互联网诞生地。该中心是国家发改委大数据分析与计算技术国家地方联合工程实验室，科技部国家基础学科公共科学数据中心，管理大数据智能应用开放实验室的依托和建设单位，是超级计算创新联盟的发起单位和秘书长单位。除了中科院外，青岛智算背后还有山东省内大型国有企业鲁商集团以及投资界大佬盛希泰以及山的身影。,4、公司主要产品为蓝宝石晶棒、晶片及其它蓝宝石制品、蓝宝石晶体生长专用装备、3D玻璃热弯机等。公司各规格LED衬底片和窗口片加工能力和良率水平持续处于行业前列，具较强的技术优势。蓝宝石晶体、晶棒、晶片的产出能力居行业前列。",04月03日*ST瑞德股票异动解析,2023-04-03
sh600182,S*ST佳通,ST板块,信披立案调查结束+轮胎,,du3waa8wkx,"1、信披立案调查结束，股改对价可以启动，佳通散户团代表向林家大股东提出，福建厂43%的对价要求。股改后，林家大股东直接与间接持股合计为50.2%，满足林家大股东绝对控股的要求。,2、网络信息：现在立案调查已结束，不会再有其他监管函件。如果想召开临时股东大会表决11-12月关联，只有10%的股东联合向上市公司董事会提议，如董事会拒绝，向龙江局提议，而这个流程走下来，根本不可能在4月底年报前完成的。单临时股东大会就需提前15天发公告。,3、公司主营业务为汽车轮胎的生产和销售，产品涵盖半钢子午线轮胎和全钢子午线轮胎，下属福建佳通轮胎的生产基地，已与多家国内外知名的汽车生产厂家建立配套关系，轮胎远销北美、欧洲及中东等多个国家和地区。",04月03日S*ST佳通股票异动解析,2023-04-03
sh603007,ST花王,ST板块,借壳猜想+重整+生态景观工程,,3y4dm37era,"1、23年3月30日互动表示，截至目前肖国强及其关联方已归还7200万元占用资金，仍有1000万元占用资金未归还。,2、23年1月底，公司公告了重整进展，预重整投资方为金华辰顺浩景（执行合伙人为徐良）等。而一家名为博蓝特半导体公司的法人也为徐良，并且地址也在金华，博蓝特半导体公司，曾于21年递交过科创板上市申请，后不知其因公司撤回了申请。综上有投资者猜测，博蓝特半导体可能想借壳公司上市。（注：以上仅为市场猜测，最终仍以公司公告为准）。,3、23年3月7日互动，截至目前公司正在积极协助临时管理人有序推进预重整阶段的相关工作。,4、公司围绕“构筑以建设为核心的产业生态集群”的战略规划，从策划、规划、设计、到投资、建设、运营构建了一条完整闭环的生态产业链。,5、公司主营业务为生态景观工程施工和生态景观设计，已形成苗木种植与养护、生态景观设计、工程施工一体化经营的全产业链业务模式。代表项目陇南阶州古镇项目、内江小河镇项目、扬州琴筝小镇项目、新华南海子湿地公园景观设计、干召新利海子景区规划设计等。",04月03日ST花王股票异动解析,2023-04-03
sh603059,倍加洁,公告,年报增长（10派1.8元）+冲牙器+口腔清洁护理,,29zj8gxwu1,"1、23年3月30日晚公告，2022年公司净利润9731万元，同比增长30.12%，拟10派1.8元。,2、23年2月2日晚公告，公司拟4.71亿元现金方式收购薇美姿16.5%股权，本次交易完成后公司将持有薇美姿32.165%的股份，成为第一大股东。标的为中国领先的口腔护理产品提供商，以4.8%的市场份额在中国口腔护理市场中排名第4，其拥有国内高知名度口腔护理品牌“舒客”。,3、公司主要产品包括牙膏、牙刷等。倍加洁绿野仙踪等漱口水对变异链球菌、牙龈卟啉单胞菌等的抑菌率≥99%，具有较强的抑菌作用。公司冲牙器产品可以提供24种洁齿体验、高频稳压脉冲、IPX7级防水，在旗下淘宝店有售。,4、公司主要从事口腔清洁护理用品以及一次性卫生用品的研发、生产和销售。",03月31日倍加洁股票异动解析,2023-03-31
sz300926,博俊科技,公告,年报增长（10转8）+特斯拉+汽车精密零部件,,ahz3tuf4jr,"1、23年3月30日晚公告，公司22年营业收入13.91亿元，同比增长72.68%；净利润1.48亿元，同比增长75.61%；每10股转增8股。,2、 公司为特斯拉提供相关零部件，也是比亚迪的二级供应商，部分零件产品通过耐世特、凯毅德等主要客户间接供货给比亚迪，也为问界M5、问界M7供货。,3、公司主营业务为从事汽车精密零部件和精密模具的研发、设计、生产和销售",03月31日博俊科技股票异动解析,2023-03-31
sz002690,美亚光电,公告,年报增长(10派7元)+牙科医疗+色选机龙头+智慧医疗,,5kzcg7xgvd,"1、23年3月30日晚公告，公司22年营收21.17亿元，同比增长16.79%；净利润7.3亿元，同比增长42.85%；每10股派7元。,2、公司的口内扫描仪产品已批量上市销售。随着口腔数字化的逐步推进，未来口扫设备将成为口腔诊疗必备设备之一。,3、公司主营产品包括色选机、高端医疗影像设备和工业检测相关设备，拥有亚洲最大的色选机生产基地；高端医疗影像设备市场规模庞大，发展前景广阔。,4、公司与春雨医生拟联手打造安徽省移动数字化分级诊疗平台和领先的牙科远程诊疗平台。春雨掌上医生APP已有2900万激活用户、超过4万名签约医生，日活跃用户量接近90万。,5、目前拥有大米色选机、广泛用途CCD色选机和茶叶色选机三大类别共十多个系列的产品，是专业为国内农产品精加工企业提供分拣与精选方案的优质供应商。",03月31日美亚光电股票异动解析,2023-03-31
sz002644,佛慈制药,公告,年报增长+控制权拟变更+中成药+新冠治疗,,ahz3tug166,"1、23年3月30日晚公告，22年公司营收10.19亿元，同比增长24.65%；净利润1.06亿元，同比增长13.60%。23年2月20日盘后公告，公司实控人兰州国资委筹划向甘肃国资转让控制权。截至目前转让事宜正在推进中。,2、佛慈大药房为公司控股股东佛慈集团下属子公司佛慈大药房连锁（兰州）公司所属，现有药店350多家。23年2月佛慈制药与吉合联盟达成战略合作。,3、歧黄避瘟汤和宣肺化浊汤是公司受托加工的《甘肃省中医药预防新冠肺炎方（2021版）》防治方药汤剂。治疗方宣肺化浊汤宣肺透邪、清热化浊，适用于轻症患者治疗和密接人群预防。,4、公司儿科类产品批准文号19个，目前主要产品有小儿感冒颗粒、复方黄芪健脾口服液、小儿咳喘灵颗粒等。公司退热相关产品有风寒感冒颗粒、感冒退热颗粒、维C银翘片等。,5、公司主营中成药及大健康产品的研发、生产和销售，开发互联网医疗平台，打造集家庭云药箱、互联网医院、健康知识培训、高端医疗服务于一体的平台。",03月31日佛慈制药股票异动解析,2023-03-31
sz002149,西部材料,公告,年报增长(10派2元)+钛产业+军工,,ffyv5ezfnv,"1、23年3月30日晚公告，公司22营业收入29.41亿元，同比增长22.83%；净利润1.85亿元，同比增长38.97%；每10股派2元。,2、公司主要产品钛\u002F钢复合板已经形成规模化生产",03月31日西部材料股票异动解析,2023-03-31
sh603222,济民医疗,公告,股权激励+医美+医疗器械,,77z9l3fkpz,"1、23年3月30日晚公告，公司拟推2023年股票期权激励计划，股票期权数量合计为330万份，约占公司股本总额的0.61%。本激励计划的首次授予部分股票期权的行权考核年度为 2023-2025 年，业绩目标为净利润不低于1.8亿、2.3亿、3亿元。,2、公司旗下博鳌国际医院医学美容中心已于2020年开业。公司主营医疗服务、化学制药及医疗器械的研发、生产和销售",03月31日济民医疗股票异动解析,2023-03-31
sz300200,高盟新材,公告,Q4业绩增长+车用隔音减震材料+锂电池软包装,,c5z0xpz3d5,"1、23年3月30日晚公告年报，营收10.16亿元，同比下降7.61%；扣非净利润1.34亿元，同比下降9.43%；Q4营收2.76亿元，同比上升7.91%；扣非净利润2893.26万元，同比上升396.91%。,2、公司新能源汽车用胶、复材粘结用胶占比大幅提升，个别产品成为爆款，与多家汽车一级配套商实现合作，批量供货。,3、公司产业基金通过设立子基金投资，主要投资领域涵盖汽车产业链相关项目，包括但不限于汽车贸易（含互联网电商）、汽车后市场服务、二手车交易、二手车市场、出行用车服务、汽车零部件制造（含新能源汽车及传统燃油车）。,4、公司冷成铝专用胶在泡罩药包冷成铝领域经多家客户测试通过，已开始批量使用；产品在锂电池软包装冷成铝领域通过了客户的应用测试，为产品在锂电池冷成铝包装领域的应用提供了重要支撑。,4、公司是高性能复合聚氨酯胶粘剂行业的龙头企业，在高铁轨道用聚氨酯弹性材料方面具有比较大的优势，包括用于防水和缓冲的聚氨酯建筑密封胶、建筑板材粘接胶、防水涂料等。公司参股的科华微电子是国内拥有并正常使用荷兰ASML光刻机的光刻胶公司。",03月31日高盟新材股票异动解析,2023-03-31
sh603066,音飞储存,数字经济/人工智能,AI仓储机器人+物流,“2023数字经济峰会”将于4月中旬在香港会展中心举行。,29zj8gzr9k,"1、公司主营业务有仓储机器人系统(系统集成业务)业务，23年2月2日公司互动：产品涉及的人工智能算法都是由开发团队自研，且拥有自主知识产权。 公司堆垛机、穿梭车、AGV等智能设备的任务调度及路径规划，软件系统的SKU热度分析及自动移库都采用了人工智能技术。,2、江西音飞智能工厂已在生产以堆垛机为主的智能物流搬运机器人，实现年产以堆垛机为主的智能物流搬运机器人1000台套的产能。,3、音飞储存是国内先进的物流仓储设备制造商和物流自动化系统集成商。面向智能制造、冷链等主要行业，提供物流系统产品、应用解决方案和运营服务。,4、公司在冷链行业拥有多个标杆项目。已在比亚迪、宁德时代、扬州晶澳等项目中提供智能仓储设备及系统。",03月31日音飞储存股票异动解析,2023-03-31
sh603322,超讯通信,数字经济/人工智能,数据中心系统集成+东数西算+通信,“2023数字经济峰会”将于4月中旬在香港会展中心举行。,5kzcg80dxt,"1、23年3月28日公告，子公司成都超讯科技新签3.6亿元云计算数据中心系统集成承包合同。,2、公司明确了向 IDC 综合服务商转型的战略目标，并与兰州新区大数据产业园项目业主方达成了新基建战略合作伙伴关系，将持续深度参与国家“东数西算”IDC 项目建设。,3、公司主要为通信运营商及铁塔公司提供集通信网络建设、通信网络维护、设备及软件销售和以租代建业务为一体的服务。,4、子公司康利达专注于自动识别及智能物联行业。子公司桑锐电子从事物联网整体解决方案主要业务收入来源于智能仪表及远程管理平台、物联网无线传输模块及移动支付终端业务等。,5、公司通过提供通信技术、IT技术等综合信息化手段，实现城市的智慧运营等各行业的软硬件一体化解决方案。",03月31日超讯通信股票异动解析,2023-03-31
sh601595,上海电影,数字经济/人工智能,AI影视+电影院线+国资,“2023数字经济峰会”将于4月中旬在香港会展中心举行。,c5z0xq1m3h,"1、AI将在影视视频行业的辅助创作、降本增效、提升视觉体验三方面带来影视内容行业的突破式发展，公司控股股东上影集团是本行业产业链最为完整的综合性影业集团之一，在制片、制作、影视基地和影视技术等领域均拥有成熟的行业经验。,2、23年3月8日公告，公司将收购上影集团所持有上影元文化51%的股权，收购价格暂定为6120.24万元。标的独家运营众多动画IP及真人影视版权，其中包括《中国奇谭》原创动画IP。,3、23年3月22日晚公告，子公司上影联和与上影厂签署电影\u003C望道\u003E宣传发行合同，上影厂已获授权负责本片的宣传、发行工作。,4、公司主营业务为电影发行及放映业务，具体包括电影发行和版权销售、院线经营等。公司下属的联和院线是国内成立最早、规模最大的电影院线之一。",03月31日上海电影股票异动解析,2023-03-31
sz002757,南兴股份,数字经济/人工智能,数据中心解决方案+家具生产设备,“2023数字经济峰会”将于4月中旬在香港会展中心举行。,29zj8h01w2,"1、全资子公司唯一网络主要产品及技术研发方向包括数据中心、云网服务及数字化解决方案等，自主研发了IaaS、PaaS、大数据流通平台、AI服务平台等一系列云计算产品，也是华为云IDC资源供应商。,2、公司是国内板式家具生产设备的领先企业，在国内率先研发出家居工业4.0智能生产线，主要产品包括数控系列加工中心、电脑裁板锯、成套自动化生产线及其它相关系列产品，部分技术达到国际同类产品先进水平",03月31日南兴股份股票异动解析,2023-03-31
sz300071,福石控股,数字经济/人工智能,智能聊天机器人+Web3.0+虚拟现实,“2023数字经济峰会”将于4月中旬在香港会展中心举行。,ahz3tuj1jf,"1、公司参股公司北京快友世纪AI智能客服平台以5G消息为承载，打造Chatbot平台，为企业客户提供AI 智能聊天机器人，及一键接入全通道的能力。,2、旗下子公司迪思已推出的“AUTO Marketing Web3.0”营销体系",03月31日福石控股股票异动解析,2023-03-31
sh601116,三江购物,消费,阿里新零售+连锁超市+预制菜,随着疫后复苏开启，23Q1整体消费情绪有望逐步修复，带动各细分行业势能转好。,dtyy1khpre,"1、阿里持股公司32%，公司人事招聘主管开始招募算法工程师，或预示阿里AI大模型在新零售领域将落地。,2、公司主要经营社区生鲜超市，现有三江购物、 盒马鲜生、安鲜生活等三个品牌在经营，其中盒马鲜生为上海盒马网络科技授权经营品牌，安鲜生活是公司正在探索的赋能未来社区商业运营和赋能生鲜超市的品牌。,3、公司是浙江省政府重点流通企业、宁波地区应急保供商品基地， 截止22年上半年有 217 家门店，高粘度的会员数近百万。,4、公司门店及线上渠道均有预制菜销售。",03月31日三江购物股票异动解析,2023-03-31
sh600785,新华百货,消费,年报增长+商业零售+物流大数据,随着疫后复苏开启，23Q1整体消费情绪有望逐步修复，带动各细分行业势能转好。,3xzfccfuqy,"1、23年3月22日公告，公司2022年净利9347.87万，同比增长81.67%。,2、公司是宁夏乃至西北地区较大的商业零售企业，主要从事商业零售、物流和商业物业出租业务，零售业务主要涉及百货商场、综合购物中心、超市连锁、电器及通信连锁。,3、公司物流建设依托大数据、区块链、5G、人工智能等科技手段，完成了宁冷链数据采集应用及配套建设。2021年公司现代物流获得国家4A级物流企业荣誉。,4、公司逐步形成以银川为中心，立足宁夏逐步辐射陕、甘、蒙、青等省份为主的连锁销售网络体系。",03月31日新华百货股票异动解析,2023-03-31
sz000911,南宁糖业,消费,糖价上涨+机制糖+国资,随着疫后复苏开启，23Q1整体消费情绪有望逐步修复，带动各细分行业势能转好。,77z9l3gaqx,"1、据百川盈孚，近日白糖价格持续上涨并屡创新高。23年3月30日国内白糖现货均价为6374元\u002F吨，涨幅0.9%，近半年涨幅近20%。白糖主力合约SR2307周四收报6381元\u002F吨，涨幅1.88%，创下自2017年下半年以来新高。,2、公司实控人是广西国资委。控股股东是广西农村投资集团，后者是广西易地扶贫搬迁投融资平台和广西乡村振兴战略实施的国有资本投资运营平台。拥有6大二级板块公司，1家基金公司，134家三级控股企业分布在广西及贵州、新疆等省区。,3、公司主要从事机制糖的生产与销售业务。主要客户包括海天味业、加多宝、娃哈哈等需求量大、信誉好的大型食品饮料企业和广西鼎华商业股份有限公司等大型糖类的专业经销商。,4、公司主要原材料甘蔗来源于公司与蔗农签订的订单合同蔗区，种植区域包括南宁市六城区、武鸣区、宾阳县等。",03月31日南宁糖业股票异动解析,2023-03-31
sz001366,播恩集团,猪肉,猪饲料+次新股,天风农业团队指出，2月产能去化显著，2月产能去化包括猪病被动去化及猪价下降自主淘汰去化。,c5z0xq0yv9,"1、公司主营业务为饲料的研发、生产、销售，主要产品为猪用饲料，包括优质教槽料、乳猪料等高端幼小猪营养产品。23年3月23日互动表示，公司掌握了包括饲料产品配方技术、膳食纤维技术、蛋鸡料补钙技术、生物发酵技术为代表的多项核心技术。,2、因使用量在猪生长阶段所占比例较小，教槽料、乳猪料的行业竞争程度小于后端料市场。公司配合饲料细分产品教槽料、乳猪料的收入占比较同业大规模公司更高，达60%以上。,3、2023年1-3月公司净利润为1405万元至2205万元，同比增长1058%至1717%。,（详细解析请查阅23年3月7日异动解析）",03月31日播恩集团股票异动解析,2023-03-31
sh603477,巨星农牧,猪肉,生猪养殖+饲料+汽车皮革,天风农业团队指出，2月产能去化显著，2月产能去化包括猪病被动去化及猪价下降自主淘汰去化。,77z9l3h7th,"1、 2022年公司生猪出栏量达153.01万头，公司2023年计划出栏生猪300万头。,2、公司拥有生猪养殖行业较为完整的一体化产业链，是一家集种猪、仔猪、商品猪繁育于一体的农业产业化经营企业。,3、公司饲料产品主要为猪饲料、禽饲料和水产饲料，饲料产品部分用于供应公司内部养殖基地，剩余部分以经销和直销相结合的方式对外销售。,4、公司拥有汽车革业务，可用于汽车座椅及内饰，供货比亚迪。",03月31日巨星农牧股票异动解析,2023-03-31
sz002491,通鼎互联,其他,光电线缆+参股小i机器人+通信设备,,ffyv5f2r1k,"1、公司在光纤光缆、 光棒领域的一体化优势已基本形成， 拥有光纤预制棒、 光纤、 光缆、 通信电缆、电力电缆等通信线缆产业的全产业链产品的生产能力。,2、公司持有上海智臻智能（小i机器人）2.861%股权，后者自主研发并拥有知识产权的认知智能平台。,3、公司持有南京云创大数据股权。子公司百卓网络提供信息安全、大数据、数据中心基础设施和无线产品为核心的产品技术和解决方案服务。,4、公司网络安全业务主要涵盖网络可视化和公共安全两大领域，主要客户为电信运营商及政府等，具体产品包括高性能DPI设备、分流器、IDC\u002FISP信息安全管理系统等。",03月31日通鼎互联股票异动解析,2023-03-31
sz002992,宝明科技,其他,PET铜箔+VR背光源,,ahz3tujzlv,"1、23年1月16日公告，公司拟投资62亿元在马鞍山市建设复合铜箔生产基地，并拟以自有资金8000万元在当地设立全资子公司实施复合铜箔生产基地项目的投资、建设和运营。,2、公司PET复合铜箔一期计划2023年二季度量产，一期项目达产后年产约1.4-1.8亿平米锂电复合铜箔（相当于6微米电解铜箔约一万吨），二期4亿平，项目总投资60亿元。公司PET复合铜箔在给国外主要客户送样测试。,3、公司专业从事LED背光源的研发、设计、生产和销售以及电容式触摸屏主要工序深加工。随着MiniLED技术的发展，LED发光芯片尺寸进一步缩小，MiniLED背光+LCD的方案将大幅提升液晶显示技术水平。,4、公司的背光源产品适用于AR\u002FVR眼镜，已与相关客户开展合作。进入京东方、天马、JDI等知名企业的供应链体系，被应用于小米、OPPO、三星等知名品牌的终端智能手机上；平板系列产品在三星、联想等终端客户上得到应用。",03月31日宝明科技股票异动解析,2023-03-31
sz002866,传艺科技,其他,4.5GWh钠电投产+储能+消费电子,,8vz6pz1u7m,"1、23年3月30日互动表示，钠离子电池项目进展顺利，一期4.5GWh 产能已于3月份投产，公司钠离子电池成本有进一步下降的空间。公司中试线产品循环寿命在5000次以上，生产线良率在90%左右。,2、22年10月27日公告的钠离子电池产品相关技术参数是公司钠离子电池电芯技术参数。公司钠离子电池产品的应用领域比较广泛，包括储能，小动力两轮车等领域。,3、公司首批钠电池22年10月完成中试，量产时间23年初，首批产能2GW，规划产能10GW（二期8GW）。,4、22年8月31日公告，公司控股孙公司传艺钠电项目各生产设备及装置安装调试进展顺利，已具备中试生产条件并即将投产运行，进度超预期。一期有一条储能专线（产品能量密度90-120，可循环次数可达1 万次，价格可以低于 0.3 元\u002Fwh（超预期）），两条线针对小动力车。,5、公司主营业务为各类印制电路板的设计、研发、制造和销售业务，明年量产产线：三条产线，一条是专门针对储能的，另两条针对两轮电动车。",03月31日传艺科技股票异动解析,2023-03-31
sz000566,海南海药,其他,创新药+瑞德西韦原料药+国资,,3xzfccj56s,"1、23年3月29日公告，公司全资子公司海口市制药厂注射用头孢美唑钠获药品注册证书，可用于败血症治疗。,2、公司旗下已经完成瑞德西韦原料药和制剂工艺研发，已具备瑞德西韦制剂年产350万支的能力。君实生物VV116大概率是用的海南海药的瑞德西韦原料药（网传）。,3、22年8月5日公告，公司拟转让控股子公司上海力声特43%的股权。此次为优化公司资产结构，支持公司药品研发与销售。,4、公司主要产品为抗生素系列、抗肿瘤药系列、与制剂配套的原料药和中间体系列及其他产品。产品宝岛健阳片，具有补肾益精，助阳兴痿的功效。,5、公司实控人为国务院国资委，围绕大健康布局，涵盖中间体、原料药、化学创新药、细胞免疫、医疗器械、互联网医疗等领域。",03月31日海南海药股票异动解析,2023-03-31
sz300845,捷安高科,其他,仿真职业教育+国产软件+VRAR,,c5z0xq228k,"1、23年3月30日讯，网易有道自研的教育场景下类ChatGPT模型将于近期推出，其中基于AI英语口语老师和中文作文批改场景的DEMO已完成，近期会开放内测。,2、公司开发的“智慧宫” 虚拟仿真实验室系列，为高危性、高耗性、难复现性领域的教学、实验、实训提供标准化的VR教学课件资源和数字内容服务。23年3月30日晚公告，22年净利润4476.90万元，同比增长25.53%。,3、22年9月23日公告，全资子公司郑州捷安职业技能培训学校完成工商登记并取得营业执照。公司为高新技术企业，被交通运输部认定为“城市轨道交通运营安全管理技术及装备”行业研发中心，是郑州市企业技术中心、工程研究中心，与多家院校合作成立实习基地。,4、城轨交通对于相关技术人员需求较大，例如每公里地铁需要运营人员约50-70人，城轨交通快速发展将带来人才缺口，从而为上游由仿真实训系统行业带来较大增长空间。",03月31日捷安高科股票异动解析,2023-03-31
sh688121,卓然股份,其他,沙特业务+石油服务+乙烯裂解炉,,29zj8h0ywy,"1、23年3月30日互动，公司拥有众多国际业主及客户的合格供应商认证及资质，覆盖欧美、沙特等国家和地区。,2、公司是大型炼油化工专用装备模块化、集成化制造的提供商，专业为石油化工、炼油、天然气化工等领域的客户提供设计、制造、安装和服务一体化的解决方案。,3、公司主要产品中的乙烯裂解炉投资大、能耗高、工艺技术壁垒高，是乙烯装置中的关键和核心工艺设备。,4、公司已形成集研发设计、产品开发、生产制造、智能运维、工程总包于一体的全流程服务体系，产品体系涵盖炼油、石化和其他产品及服务三大业务板块，完成了“炼化一体化”全覆盖，可实现相关炼油化工专用设备的“一站式”工厂化生产。",03月31日卓然股份股票异动解析,2023-03-31
sh688531,N日联,新股,工业X射线智能检测装备供应商,,c5z0xq33y0,"1、主营业务：,微焦点和大功率X射线智能检测装备。,2、核心亮点：,（1）公司为国内首个成功研制封闭式X射线源及国内唯一实现封闭式X射线源量产的企业，已成功研发并交付了特斯拉上海超级工厂的首台一体化压铸成型车架X射线检测设备。,（2）公司90kV和130kV微焦点射线源与全球行业龙头企业的同类型产品在技术参数上不存在明显差距，已实现量产。公司正推进80kV、110kV、120kV、150kV封闭式射线源及160kV开放式射线源的研发工作。,（3）90kV产品已累计销售超400台，130kV产品已在2022年8月与宁德时代签订了X射线源供货协议，其将在2023年底前累计向公司采购500套130kV微焦点X射线源。,（4）在集成电路领域，公司所开发的2D、3D\u002FCT离线型和在线型等高端检测装备打破了国外垄断，报告期内已成功向斯达半导、比亚迪半导体、通富微电等客户销售设备。,（5）在电子制造领域，目前已积累了包括立讯精密、安费诺、歌尔股份在内的超过2000家客户，报告期内该领域交付装备超过800台。,3、行业概况：,受到下游集成电路及电子制造、新能源电池等行业需求的快速增长影响，X射线检测设备预计在未来五年将维持高速增长的趋势，预计到2026年，我国X射线检测设备除医疗健康领域外的其他主要应用领域的市场规模为241.4亿元，未来五年的复合增长率约为15.2%。,4、可比公司：正业科技、美亚光电、奕瑞科技及奥普特。,5、数据一览：,（1）公司2020-2022年分别实现营业收入2.00、3.46、4.85亿元，三年复合增速48.16%；归母净利润0.21、0.51、0.72亿元，三年复合增速105.06%。发行价格152.38元\u002F股，发行PE267.32、行业PE35.24，发行流通市值30.25亿，市值121.00亿。,（2）2023年1-3月预计实现营业收入1亿元至1.2亿元，同比增长25%至51%；扣非净利润850万元至1350万元，同比增长155%至307%。,（部分资料来自公司招股说明书、华金证券等）",03月31日N日联股票异动解析,2023-03-31
sh603291,联合水务,新股,综合水务公司,,ahz3tuklyw,"1、公司是一家综合性全方位的水务公司，业务包括自来水生产与供应、污水处理与污水资源化中水回用、市政工程业务，并积极拓展河湖流域水治理和水生态修复等水环境治理业务。,2、公司在长三角等地具有区域优势。目前在国内江苏、湖北等9个省份15个城市拥有24 个运营公司，水务运营总协议和规划处理能力约为226万立方米\u002F日。,3、公司客户包括居民、工商企业、事业单位、政府部门或其授权单位、大型工商企业等。,4、2023年1-3月预计实现营业收入2.30亿元至2.57亿元，同比增长20.23%至34.30%；归母净利润0.14亿元至0.16亿元，同比增长46.82%至64.00%。",03月31日联合水务股票异动解析,2023-03-31
